hu0,hu1,hu2,hu3,hu4,contrast,correlation,dissimilarity,homogeneity,ASM,energy
0.5828085973248386,0.42599455335702835,0.37469887061246143,0.5029786757845942,0.14283750352000543,0.7030084893084332,0.2196120127342913,0.8558090063329057,0.018178910974170983,0.009882078584431953,0.02771344647701913
0.6207449975946527,0.2611775416593317,0.24538757595962268,0.4832484629544134,0.16498066590455976,0.23874793883325945,0.7164893283236833,0.4479137789834273,0.10949912253140638,0.029511611661408428,0.07623438691636214
0.620537776550159,0.376971229162242,0.3085200760399107,0.44367386477341386,0.8215855783518267,0.3309633164651229,0.6087963718388529,0.5528731088225644,0.07085706523078868,0.019424851914172245,0.052284975606726014
0.4617851114831172,0.13500954632864479,0.17785619712346182,0.20162263576912298,0.7289121185243629,0.23276133833050638,0.7716327743561043,0.4252456572062859,0.131267670695183,0.030452448890002107,0.07726827099592769
0.3135724130203333,0.08180241131969862,0.14583920497610278,0.15992687940642278,0.7133824603280161,0.15241488900042643,0.8664106533777628,0.2916473293130775,0.2620338538000592,0.08265109922234642,0.17395445260669704
0.2954424671597289,0.16578673287333096,0.13747405624135117,0.1384809308505022,0.7049048540273317,0.6214196692144003,0.579349915623679,0.5969417212656374,0.23989757958401162,0.1389675586512263,0.2476098389245333
0.572771794162044,0.23850331065532285,0.25151719117813737,0.20935280427522063,0.7431037799628374,0.16751430203348894,0.8092590941655694,0.3558985305655596,0.15736699962772954,0.03853322917009683,0.09520111204363879
0.5925399606053906,0.19951039337011905,0.16741551043490988,0.30193931296665133,0.23345493706452441,0.1927608369509916,0.7844256795216247,0.3865417739475585,0.14139975649024875,0.035388137802820505,0.08860043286856872
0.4376593050812402,0.20916074402624568,0.24413580610431632,0.28842629697936406,0.22674831399558082,0.2891277166510405,0.7345900198089976,0.46848624969857444,0.13447118016787926,0.036282111148826277,0.0874348593171672
0.630517392816469,0.18194626677046044,0.13327640306229452,0.2079681948964226,0.26429453037591816,0.36953981884419734,0.6160856807104995,0.5647997687058955,0.07908311290711283,0.02173365333072623,0.05756342455086288
0.8160337183401841,0.42801452914883026,0.35832729383240486,0.5407666325432002,0.13308797375205275,0.19793722837728445,0.6666662022701432,0.3076005803510195,0.2562927023664776,0.19786268473001659,0.34567241260597376
0.4629531192403109,0.37925919136540637,0.16078067863398884,0.2160131554979913,0.2607463569735907,0.40726642092126686,0.6400094098368831,0.5733533419541389,0.09756574246735948,0.028201046470264713,0.07116874912550791
0.7363270518023962,0.16200072124802972,0.15061018555738132,0.2113578526456037,0.7282989289349243,0.2060070331176703,0.7549125924401956,0.3984705457578951,0.13735289745445928,0.04123600118805511,0.100976678508271
0.5560316001113716,0.4361070196459774,0.2785065324296144,0.3224197553105488,0.21337289933696513,0.5619931283504406,0.4039750439495124,0.7441100719599701,0.03299541524263854,0.009324110500462135,0.026360578147406305
0.5996118536033864,0.17846727600438705,0.2278343655437131,0.25775707483251725,0.2393413654107682,0.4547227198719811,0.519033356004708,0.6498471186783832,0.05213111976017552,0.015320444007537425,0.04182781917665725
0.2519231499351651,0.17515048732890418,0.17840678385101183,0.22453845632372565,0.25423705288076714,0.3463058544050867,0.7182782148994729,0.4503393257742244,0.24112085464823219,0.10441332900349906,0.20303728764860543
0.6476502259439132,0.4025829732421479,0.35452659890754207,0.6093985927542916,0.11231146172547325,0.42256361042787377,0.48180692364727734,0.6320966199954192,0.055479592053775686,0.022211878123574454,0.05836118517402844
0.6316917727630847,0.1992973483098,0.3354751754714833,0.2596995082666731,0.22719016924752694,0.1894901632782977,0.7781447984746782,0.38251413195207495,0.14527064252599656,0.03903419848159439,0.09579510141648366
0.4612841981994509,0.13374325127736286,0.12941645579623903,0.18850761695649626,0.2715579692443516,0.21902433557728232,0.7920866009731728,0.40346603904456263,0.1460423789098866,0.03547785850421504,0.08852326936161448
0.39361943566176366,0.2870756136833546,0.16267720803147037,0.22277850965264626,0.7351272582040653,0.23374258759843564,0.8005874333699734,0.38498093066005756,0.2121616422803941,0.0694699334077931,0.1500747408294175
0.7260492615369453,0.2613169017029031,0.22534912240226687,0.31821426571390343,0.22215835985458426,0.08457916854207333,0.8836250285184195,0.1934832331490397,0.3798503370636041,0.1638733671534389,0.292773929110633
0.6584677222458031,0.5661923915570314,0.34898963068254746,0.45329330225854214,0.16294500228043995,0.434424216442654,0.45554173911351126,0.645364211333862,0.05099072249629998,0.022094070426906472,0.058072806066706055
0.5097144544765244,0.25039942832347434,0.20231599062397634,0.2446267266404372,0.2478733426856723,0.52751333968793,0.4984961396754855,0.6926820525970628,0.05158388065718989,0.013435595465260684,0.037010487853165616
0.41210609842298174,0.16201181514158516,0.1297575559860164,0.13355980109795546,0.28832367197121744,0.11738275505090062,0.8889281709055697,0.2601793409184288,0.26545132711143477,0.07506036886449546,0.16039549264564024
0.6515505230229305,0.2014771184067666,0.21156893066881738,0.4405271404014244,0.1846013872487374,0.147770022784794,0.8228714940170873,0.32504889361404377,0.17925441895986655,0.04905075714798235,0.11719247899706184
0.514080019403385,0.2960772409966447,0.21777718782481575,0.26080909469553315,0.7550920126994219,0.7346702949234706,0.3000207317403249,0.8314288796819151,0.0327433901568421,0.01200643409043307,0.032670171887301695
0.6095763997534552,0.5421238647358931,0.26470352667071645,0.34528101111384274,0.20615459433077984,0.3109575604079768,0.6409769540606879,0.5283327003082868,0.07946035645726536,0.022437615399088444,0.059424180225122775
0.5613014045314451,0.2719918290695038,0.21313647256646334,0.41373957229147723,0.8019489364805565,0.28866568930452746,0.6909700984825061,0.5037799563873315,0.08928941992242621,0.019483304703275226,0.05237457535328101
0.6584188697432984,0.35681689589556287,0.22045708888129928,0.29345449223761594,0.7637572225731483,0.12091682814529252,0.8494061392187188,0.2747308672889003,0.23709189568294542,0.07596544204521533,0.16422470306780795
0.44869966025302477,0.15754976389029374,0.14227579931965836,0.1731333669905534,0.274915168118267,0.33869908808339677,0.6992175937836314,0.5121375271058788,0.11326651148232234,0.029915799977839736,0.075669411477314
0.49011657583059937,0.2410278219938175,0.14820706695462732,0.1942459412972666,0.7237879315083441,0.6074222078523419,0.4703604469586729,0.7192912845886477,0.06222177328079455,0.019888414449971505,0.051963515148380636
0.38985271305519326,0.2567340960322049,0.1580427547433817,0.22997358198605858,0.25649132906995675,0.6810862268122108,0.5040128508491406,0.6908225209165293,0.1334634711274277,0.057226891528846816,0.1252578237678831
0.7157480593829938,0.2472897938613251,0.2399272518921245,0.31765440902104675,0.22030018571879056,0.3673896354074611,0.5205565254737815,0.5680569659773949,0.0749254225420661,0.03465312826986237,0.08742849014652092
0.5726041197617106,0.3242695018941657,0.24892306715288995,0.3377454209773003,0.2098023425052206,0.1667224751322832,0.8115930736471113,0.3596152135916266,0.15008180882416022,0.03592355115218633,0.09001088647776728
0.6679320127182998,0.2296134872244879,0.31933326066005674,0.29987807885917933,0.7768803354312257,0.16477905444427962,0.7955334594920845,0.3489992705765152,0.16575744756507435,0.05086375552421785,0.12014817589573276
0.6653602619940701,0.43379434456019444,0.3638828021105344,0.4673746818544971,0.15734712755566035,0.5429365952846976,0.31454123450876104,0.7282655153401852,0.03890925806275046,0.021382176839294262,0.056181007247573043
0.7928361455137025,0.44229265286319797,0.38231009721595105,0.49763847154779783,0.14419671449748056,0.3022519336441697,0.5260716064276214,0.43773550578517667,0.16163843169361605,0.11410451047856941,0.23219492892219162
0.7600964323814159,0.3892307968391071,0.2843722114785387,0.37936546321313674,0.7950053668954885,0.35341164633269734,0.48979458844028684,0.5223297178988413,0.10595545173296612,0.06758095034876896,0.15225829484578268
0.5544082724684737,0.3292775786984857,0.2574072058346666,0.31320499592592643,0.21886546653507943,0.7592445963339411,0.24023757512788738,0.8732605563085303,0.01860048127315701,0.00688911236822341,0.01941690474937325
0.6126995968240514,0.38426007264384693,0.31506336135255586,0.5739640216952415,0.8643261739095046,0.4353645618370775,0.4942437756628681,0.6423629654666908,0.05355620567877624,0.017607619273772194,0.0474313228520493
0.5855566269909291,0.38002416826455154,0.272313577796196,0.342436103100848,0.7844381866737786,0.4257998953973481,0.5236209149142801,0.638732274108718,0.0520884630660172,0.014470422645010613,0.03966864976058758
0.7541335746042284,0.29053091961790767,0.26800369789076633,0.30655328008497656,0.7705674096323196,0.2553353406011001,0.621740386616474,0.4207116809670356,0.14786703850543048,0.08493632198695444,0.18424668755807314
0.7598252921842857,0.3038607540111449,0.2658204410756528,0.3517944463384129,0.20516956251850235,0.14141932409201993,0.7983390694973854,0.2919333511918927,0.22705784585418476,0.10597227324238302,0.21757906026055218
0.6163748733379419,0.21063968671112424,0.17798348714846315,0.3403464085474138,0.2177576088392111,0.3017397523769051,0.6605888007006903,0.5114182913473528,0.09058872462534477,0.025965787654080596,0.0677979914371996
0.4125531233245174,0.17411879607898126,0.1498667199090635,0.19340942633529418,0.721421499562256,0.5417904290374423,0.5804201969242828,0.6254343933592794,0.11670058319778881,0.04142019984687603,0.09849715135065099
0.6230020988809806,0.3620075322342407,0.24518942155937223,0.33604457182200237,0.2128999251446872,0.250002883212373,0.7049667943355552,0.4616915073325535,0.1049266253019036,0.028884671860661966,0.07432548483796729
