hu0,hu1,hu2,hu3,hu4,hu5,hu6,contrast,correlation,dissimilarity,homogeneity,ASM,energy
0.5541647447950636,3.2559208725447846,4.176765216287479,4.316493098097093,-8.566795557942404,-6.429578579962868,8.785748274963137,1614.7288841140185,2.434553681238151,60.761885617521244,0.2890412202318212,0.001518777367744509,0.07791698678167362
0.5576882504891995,4.438078425149359,3.8947965502111352,4.5862492603041245,-8.830889627893676,-7.568453257919014,-8.930927762947883,1334.4769727664454,2.7315363245442614,54.378584382168775,0.3618283865958049,0.0017963517899409896,0.08328326205758997
0.5994138633655803,4.164080842828405,4.581207678179406,4.580641877662696,9.478733009271176,-6.781261567317465,10.934185227307966,1060.487303052731,2.9073370557768827,47.616782561690115,0.3980023974762645,0.0019103588921281223,0.08634331604664643
0.5617241047623589,3.540655912310297,3.585643286651635,3.9281747149251705,7.95103077978383,-6.472941550862263,7.866113026839726,1035.822112925476,2.9346509114563717,48.03757982515964,0.395926878460252,0.0017385838818227135,0.08223496408613018
0.5464750692977844,3.655317981062343,4.199635620943463,3.8507365647715552,-8.359852030913311,5.841833036829145,8.310630988612786,1356.0223035758574,2.7204917111764777,55.768408224316445,0.330444212655987,0.0015336370107464983,0.07750149084035717
0.6043085421158279,3.09899304053687,3.5340288790645253,4.109651665247774,7.934286638946123,6.293373011706695,-7.938821847116169,732.6762658681569,3.1136125071606284,40.041479536084054,0.44139977820007104,0.002713973816360972,0.10392113515421925
0.522194958989828,3.7519953944502196,3.5053367462888323,4.610081815233422,-8.669643174918422,-8.134948247375533,-8.749985784030883,923.4363844821437,3.1053219716553695,44.67114795167089,0.4081188713016585,0.002361811497496796,0.09693482142398539
0.5673807999168787,3.135679358943841,3.9543123185640403,4.618633205572632,-8.947506762045187,6.593714719693392,-9.546284036526604,966.2860283689317,3.0694964582301423,46.07972198756896,0.3910398632867409,0.00214683497653835,0.09254924379261073
0.5304210367475549,3.8904004146178126,4.160945421407561,4.03992243031019,-8.191258029719558,6.026945503989564,8.159964219515587,1234.9834876232253,2.8515984105269787,53.21484786719573,0.32935036693985825,0.0016201728791030042,0.0804112748133695
0.5401660287352458,3.98988910333959,4.0517584662634825,4.782055786683861,9.306398870840106,6.90750100432396,9.20268111573937,1165.8181187612379,2.678290939633988,51.289345859941704,0.3458184112485666,0.00192053656334902,0.08756510570818432
0.5893433250620383,4.6964177703392345,4.004596995750106,4.4516921018014095,-9.272966701568372,6.88672740782474,-8.91787435190886,1059.1666684427119,2.720452089011016,48.267961145297285,0.372430909151903,0.0022558806106135173,0.09491263998942659
0.6093270677914033,4.83002150739397,3.7734164394731153,4.789739804093391,9.130630384895168,7.290670101394027,9.089444576509269,1098.5673544159588,2.5766893110926845,48.0633418454337,0.3948959836338251,0.002871849602835166,0.10708967181697378
