,contrast,correlation,dissimilarity,homogeneity,ASM,energy
0,1614.7288841140185,2.434553681238151,60.761885617521244,0.2890412202318212,0.001518777367744509,0.07791698678167362
1,1334.4769727664454,2.7315363245442614,54.378584382168775,0.3618283865958049,0.0017963517899409896,0.08328326205758997
2,1060.487303052731,2.9073370557768827,47.616782561690115,0.3980023974762645,0.0019103588921281223,0.08634331604664643
3,1035.822112925476,2.9346509114563717,48.03757982515964,0.395926878460252,0.0017385838818227135,0.08223496408613018
4,1356.0223035758574,2.7204917111764777,55.768408224316445,0.330444212655987,0.0015336370107464983,0.07750149084035717
5,732.6762658681569,3.1136125071606284,40.041479536084054,0.44139977820007104,0.002713973816360972,0.10392113515421925
6,923.4363844821437,3.1053219716553695,44.67114795167089,0.4081188713016585,0.002361811497496796,0.09693482142398539
7,966.2860283689317,3.0694964582301423,46.07972198756896,0.3910398632867409,0.00214683497653835,0.09254924379261073
8,1234.9834876232253,2.8515984105269787,53.21484786719573,0.32935036693985825,0.0016201728791030042,0.0804112748133695
9,1165.8181187612379,2.678290939633988,51.289345859941704,0.3458184112485666,0.00192053656334902,0.08756510570818432
10,1059.1666684427119,2.720452089011016,48.267961145297285,0.372430909151903,0.0022558806106135173,0.09491263998942659
11,1098.5673544159588,2.5766893110926845,48.0633418454337,0.3948959836338251,0.002871849602835166,0.10708967181697378
12,1022.6491069075888,2.6427518849635363,46.507009404643796,0.3920671554954604,0.0030090293991592706,0.10960564127370055
13,1248.0250485344725,2.3354325422636646,50.74950835839173,0.37358064756660875,0.0027663651998393844,0.10509987323648036
14,1370.4541945021392,2.6756513112851295,53.86849386198773,0.36528477786142155,0.0016533556628462137,0.08084058713949446
15,1410.882629405884,2.39463875329596,55.55662112886725,0.34969842061157314,0.001978261252571765,0.0883840548576173
16,1546.7108585467176,2.5059889577907932,58.38495586366173,0.32811794037346825,0.0015510411784231577,0.07839993420227245
17,1511.0020988010726,2.313270347197384,57.38067058946616,0.3496157958867301,0.001852726643216545,0.08546732735053295
18,1645.3243386330523,2.4206301399310415,59.54520244977989,0.3186853086497382,0.0014870463604959002,0.07678081859098752
19,1429.2347513601276,2.407704211030944,56.633058562992126,0.3412635788099857,0.001789433229992852,0.08404453571522284
20,1647.4288577639659,2.3543666361253,60.61661932698864,0.3092627499378321,0.0014120509615976125,0.07461702221407768
21,909.886936961374,3.1754706106763306,43.706043849587694,0.41074485629198904,0.0017375676906436948,0.08327941553545748
22,714.4956585381921,3.0168793358803887,35.49772197981895,0.5738517815377048,0.005050563897012727,0.1419385403283486
23,576.2069583514169,3.417894351980991,35.21776574803149,0.5022864738069199,0.0022610803039767218,0.09492373552457277
24,685.0255251604253,3.296930320714074,38.67339933117365,0.4550678507545501,0.0021139541070745735,0.09180614645413959
25,795.097672960971,3.1994562446601402,42.42973690634881,0.4049701036023176,0.002160417340321852,0.09282412798854274
26,754.9358899342801,3.1857725062115754,40.534375193750385,0.4386818060815833,0.002292682718775417,0.0956032510371827
27,1027.03723010571,2.9432069973502992,48.528447400644794,0.3521986025237755,0.0016609706924991731,0.0814343720440252
28,947.7262597650198,3.002324796903445,45.9955447098394,0.38613780076499016,0.001828905937336648,0.08542716862529148
29,1033.9380797980348,2.973925312722263,46.97954141220782,0.3916065279813463,0.0018379596066367392,0.08525817231964646
